"ID"	"name"
"GO:0006164"	"purine nucleotide biosynthetic process"
"GO:0030659"	"cytoplasmic vesicle membrane"
"GO:0072594"	"establishment of protein localization to organelle"
"GO:0046390"	"ribose phosphate biosynthetic process"
"GO:0032787"	"monocarboxylic acid metabolic process"
"GO:0009311"	"oligosaccharide metabolic process"
"GO:0090503"	"RNA phosphodiester bond hydrolysis, exonucleolytic"
"GO:0003973"	"(S)-2-hydroxy-acid oxidase activity"
"GO:0098660"	"inorganic ion transmembrane transport"
"GO:0042594"	"response to starvation"
"GO:0031325"	"positive regulation of cellular metabolic process"
"GO:0044446"	"intracellular organelle part"
"GO:0016866"	"intramolecular transferase activity"
"GO:0046700"	"heterocycle catabolic process"
"GO:0070013"	"intracellular organelle lumen"
"GO:0030554"	"adenyl nucleotide binding"
"GO:0044087"	"regulation of cellular component biogenesis"
"GO:0043436"	"oxoacid metabolic process"
"GO:0046939"	"nucleotide phosphorylation"
"GO:0033554"	"cellular response to stress"
"GO:0046164"	"alcohol catabolic process"
"GO:0009506"	"plasmodesma"
"GO:0022008"	"neurogenesis"
"GO:0042254"	"ribosome biogenesis"
"GO:0044248"	"cellular catabolic process"
"GO:0009657"	"plastid organization"
"GO:0009532"	"plastid stroma"
"GO:0032934"	"sterol binding"
"GO:0051063"	"CDP reductase activity"
"GO:0044093"	"positive regulation of molecular function"
"GO:0019320"	"hexose catabolic process"
"GO:0009966"	"regulation of signal transduction"
"GO:0016570"	"histone modification"
"GO:0055086"	"nucleobase-containing small molecule metabolic process"
"GO:0060589"	"nucleoside-triphosphatase regulator activity"
"GO:0035461"	"vitamin transmembrane transport"
"GO:0051181"	"cofactor transport"
"GO:0044265"	"cellular macromolecule catabolic process"
"GO:0017144"	"drug metabolic process"
"GO:0006004"	"fucose metabolic process"
"GO:0019317"	"fucose catabolic process"
"GO:0072488"	"ammonium transmembrane transport"
"GO:0005975"	"carbohydrate metabolic process"
"GO:1901293"	"nucleoside phosphate biosynthetic process"
"GO:0046033"	"AMP metabolic process"
"GO:0006464"	"cellular protein modification process"
"GO:0006260"	"DNA replication"
"GO:0019318"	"hexose metabolic process"
"GO:0007409"	"axonogenesis"
"GO:0019899"	"enzyme binding"
"GO:0031323"	"regulation of cellular metabolic process"
"GO:0007265"	"Ras protein signal transduction"
"GO:0006810"	"transport"
"GO:0072349"	"modified amino acid transmembrane transporter activity"
"GO:0023061"	"signal release"
"GO:0046879"	"hormone secretion"
"GO:0098797"	"plasma membrane protein complex"
"GO:0050790"	"regulation of catalytic activity"
"GO:0009892"	"negative regulation of metabolic process"
"GO:0001072"	"transcription antitermination factor activity, RNA binding"
"GO:0004798"	"thymidylate kinase activity"
"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"
"GO:0099402"	"plant organ development"
"GO:0016874"	"ligase activity"
"GO:0019048"	"modulation by virus of host morphology or physiology"
"GO:0003729"	"mRNA binding"
"GO:0032069"	"regulation of nuclease activity"
"GO:0017076"	"purine nucleotide binding"
"GO:0016830"	"carbon-carbon lyase activity"
"GO:1903507"	"negative regulation of nucleic acid-templated transcription"
"GO:0032993"	"protein-DNA complex"
"GO:0008519"	"ammonium transmembrane transporter activity"
"GO:0043908"	"Ser(Gly)-tRNA(Ala) hydrolase activity"
"GO:0009206"	"purine ribonucleoside triphosphate biosynthetic process"
"GO:0006066"	"alcohol metabolic process"
"GO:0051336"	"regulation of hydrolase activity"
"GO:1901701"	"cellular response to oxygen-containing compound"
"GO:0036211"	"protein modification process"
"GO:0048442"	"sepal development"
"GO:0006629"	"lipid metabolic process"
"GO:0005506"	"iron ion binding"
"GO:0051173"	"positive regulation of nitrogen compound metabolic process"
"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"
"GO:0006195"	"purine nucleotide catabolic process"
"GO:0006355"	"regulation of transcription, DNA-templated"
"GO:0009741"	"response to brassinosteroid"
"GO:0030247"	"polysaccharide binding"
"GO:0008156"	"negative regulation of DNA replication"
"GO:0006950"	"response to stress"
"GO:0015297"	"antiporter activity"
"GO:0003697"	"single-stranded DNA binding"
"GO:0004136"	"deoxyadenosine kinase activity"
"GO:0042802"	"identical protein binding"
"GO:0050789"	"regulation of biological process"
"GO:0044262"	"cellular carbohydrate metabolic process"
"GO:0051094"	"positive regulation of developmental process"
"GO:0061448"	"connective tissue development"
"GO:0019362"	"pyridine nucleotide metabolic process"
"GO:0009157"	"deoxyribonucleoside monophosphate biosynthetic process"
"GO:0009132"	"nucleoside diphosphate metabolic process"
"GO:0006015"	"5-phosphoribose 1-diphosphate biosynthetic process"
"GO:0098858"	"actin-based cell projection"
"GO:0071236"	"cellular response to antibiotic"
"GO:0061178"	"regulation of insulin secretion involved in cellular response to glucose stimulus"
"GO:0046365"	"monosaccharide catabolic process"
"GO:0061731"	"ribonucleoside-diphosphate reductase activity"
"GO:0009245"	"lipid A biosynthetic process"
"GO:0004518"	"nuclease activity"
"GO:0009408"	"response to heat"
"GO:0002161"	"aminoacyl-tRNA editing activity"
"GO:0072511"	"divalent inorganic cation transport"
"GO:0051171"	"regulation of nitrogen compound metabolic process"
"GO:0005524"	"ATP binding"
"GO:0045824"	"negative regulation of innate immune response"
"GO:0042623"	"ATPase activity, coupled"
"GO:0030004"	"cellular monovalent inorganic cation homeostasis"
"GO:0016747"	"transferase activity, transferring acyl groups other than amino-acyl groups"
"GO:0048583"	"regulation of response to stimulus"
"GO:0046391"	"5-phosphoribose 1-diphosphate metabolic process"
"GO:0042578"	"phosphoric ester hydrolase activity"
"GO:0090407"	"organophosphate biosynthetic process"
"GO:0032555"	"purine ribonucleotide binding"
"GO:0008774"	"acetaldehyde dehydrogenase (acetylating) activity"
"GO:0016462"	"pyrophosphatase activity"
"GO:0019346"	"transsulfuration"
"GO:0017111"	"nucleoside-triphosphatase activity"
"GO:0097197"	"tetraspanin-enriched microdomain"
"GO:0016072"	"rRNA metabolic process"
"GO:0009152"	"purine ribonucleotide biosynthetic process"
"GO:0034248"	"regulation of cellular amide metabolic process"
"GO:0008324"	"cation transmembrane transporter activity"
"GO:0010646"	"regulation of cell communication"
"GO:0006979"	"response to oxidative stress"
"GO:0014070"	"response to organic cyclic compound"
"GO:0006812"	"cation transport"
"GO:0048878"	"chemical homeostasis"
"GO:0009890"	"negative regulation of biosynthetic process"
"GO:0030260"	"entry into host cell"
"GO:0009221"	"pyrimidine deoxyribonucleotide biosynthetic process"
"GO:0009186"	"deoxyribonucleoside diphosphate metabolic process"
"GO:0010629"	"negative regulation of gene expression"
"GO:0019637"	"organophosphate metabolic process"
"GO:0051130"	"positive regulation of cellular component organization"
"GO:0060322"	"head development"
"GO:0046916"	"cellular transition metal ion homeostasis"
"GO:0051253"	"negative regulation of RNA metabolic process"
"GO:0033643"	"host cell part"
"GO:0019512"	"lactose catabolic process via tagatose-6-phosphate"
"GO:0009259"	"ribonucleotide metabolic process"
"GO:0032502"	"developmental process"
"GO:0009308"	"amine metabolic process"
"GO:0046394"	"carboxylic acid biosynthetic process"
"GO:0004022"	"alcohol dehydrogenase (NAD) activity"
"GO:0046903"	"secretion"
"GO:0005576"	"extracellular region"
"GO:0140110"	"transcription regulator activity"
"GO:0009168"	"purine ribonucleoside monophosphate biosynthetic process"
"GO:0016725"	"oxidoreductase activity, acting on CH or CH2 groups"
"GO:0042282"	"hydroxymethylglutaryl-CoA reductase activity"
"GO:0043227"	"membrane-bounded organelle"
"GO:0072359"	"circulatory system development"
"GO:0009527"	"plastid outer membrane"
"GO:0005247"	"voltage-gated chloride channel activity"
"GO:0048666"	"neuron development"
"GO:0030313"	"cell envelope"
"GO:1901159"	"xylulose 5-phosphate biosynthetic process"
"GO:0048584"	"positive regulation of response to stimulus"
"GO:0031460"	"glycine betaine transport"
"GO:0060255"	"regulation of macromolecule metabolic process"
"GO:0004638"	"phosphoribosylaminoimidazole carboxylase activity"
"GO:0022618"	"ribonucleoprotein complex assembly"
"GO:0016052"	"carbohydrate catabolic process"
"GO:0006873"	"cellular ion homeostasis"
"GO:0046870"	"cadmium ion binding"
"GO:0034660"	"ncRNA metabolic process"
"GO:0019566"	"arabinose metabolic process"
"GO:0055085"	"transmembrane transport"
"GO:0019568"	"arabinose catabolic process"
"GO:0000302"	"response to reactive oxygen species"
"GO:1901136"	"carbohydrate derivative catabolic process"
"GO:0042273"	"ribosomal large subunit biogenesis"
"GO:0005984"	"disaccharide metabolic process"
"GO:0007154"	"cell communication"
"GO:0043005"	"neuron projection"
"GO:0051015"	"actin filament binding"
"GO:0051095"	"regulation of helicase activity"
"GO:0008170"	"N-methyltransferase activity"
"GO:0008104"	"protein localization"
"GO:0016903"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
"GO:0004812"	"aminoacyl-tRNA ligase activity"
"GO:0098796"	"membrane protein complex"
"GO:1902495"	"transmembrane transporter complex"
"GO:0006829"	"zinc ion transport"
"GO:1901292"	"nucleoside phosphate catabolic process"
"GO:0030030"	"cell projection organization"
"GO:0006354"	"DNA-templated transcription, elongation"
"GO:1901615"	"organic hydroxy compound metabolic process"
"GO:0051047"	"positive regulation of secretion"
"GO:0042455"	"ribonucleoside biosynthetic process"
"GO:0055072"	"iron ion homeostasis"
"GO:0090563"	"protein-phosphocysteine-sugar phosphotransferase activity"
"GO:0005996"	"monosaccharide metabolic process"
"GO:0006364"	"rRNA processing"
"GO:0009416"	"response to light stimulus"
"GO:0033993"	"response to lipid"
"GO:1903311"	"regulation of mRNA metabolic process"
"GO:0016778"	"diphosphotransferase activity"
"GO:0019693"	"ribose phosphate metabolic process"
"GO:0043565"	"sequence-specific DNA binding"
"GO:0042173"	"regulation of sporulation resulting in formation of a cellular spore"
"GO:1901575"	"organic substance catabolic process"
"GO:0000003"	"reproduction"
"GO:0004175"	"endopeptidase activity"
"GO:0006508"	"proteolysis"
"GO:0070001"	"aspartic-type peptidase activity"
"GO:0043039"	"tRNA aminoacylation"
"GO:0018995"	"host"
"GO:0019439"	"aromatic compound catabolic process"
"GO:0046174"	"polyol catabolic process"
"GO:0016817"	"hydrolase activity, acting on acid anhydrides"
"GO:0002682"	"regulation of immune system process"
"GO:0016833"	"oxo-acid-lyase activity"
"GO:0080090"	"regulation of primary metabolic process"
"GO:0042844"	"glycol metabolic process"
"GO:0030145"	"manganese ion binding"
"GO:0001968"	"fibronectin binding"
"GO:0030490"	"maturation of SSU-rRNA"
"GO:0016620"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"GO:0099512"	"supramolecular fiber"
"GO:0051715"	"cytolysis in other organism"
"GO:0032784"	"regulation of DNA-templated transcription, elongation"
"GO:1902476"	"chloride transmembrane transport"
"GO:0045471"	"response to ethanol"
"GO:0045947"	"negative regulation of translational initiation"
"GO:0010817"	"regulation of hormone levels"
"GO:0006417"	"regulation of translation"
"GO:1901565"	"organonitrogen compound catabolic process"
"GO:0048589"	"developmental growth"
"GO:0070011"	"peptidase activity, acting on L-amino acid peptides"
"GO:1901265"	"nucleoside phosphate binding"
"GO:1901657"	"glycosyl compound metabolic process"
"GO:0046677"	"response to antibiotic"
"GO:0043236"	"laminin binding"
"GO:0043244"	"regulation of protein complex disassembly"
"GO:0019692"	"deoxyribose phosphate metabolic process"
"GO:0045263"	"proton-transporting ATP synthase complex, coupling factor F(o)"
"GO:0050840"	"extracellular matrix binding"
"GO:0006281"	"DNA repair"
"GO:0019388"	"galactose catabolic process"
"GO:0009200"	"deoxyribonucleoside triphosphate metabolic process"
"GO:0005518"	"collagen binding"
"GO:1901616"	"organic hydroxy compound catabolic process"
"GO:0022853"	"active ion transmembrane transporter activity"
"GO:0071470"	"cellular response to osmotic stress"
"GO:0016887"	"ATPase activity"
"GO:0009749"	"response to glucose"
"GO:0051248"	"negative regulation of protein metabolic process"
"GO:0009266"	"response to temperature stimulus"
"GO:0043418"	"homocysteine catabolic process"
"GO:0019835"	"cytolysis"
"GO:0015485"	"cholesterol binding"
"GO:0090305"	"nucleic acid phosphodiester bond hydrolysis"
"GO:0009536"	"plastid"
"GO:0046983"	"protein dimerization activity"
"GO:0006261"	"DNA-dependent DNA replication"
"GO:1903530"	"regulation of secretion by cell"
"GO:0008260"	"3-oxoacid CoA-transferase activity"
"GO:0048731"	"system development"
"GO:0004807"	"triose-phosphate isomerase activity"
"GO:0016301"	"kinase activity"
"GO:0090696"	"post-embryonic plant organ development"
"GO:0072599"	"establishment of protein localization to endoplasmic reticulum"
"GO:0051239"	"regulation of multicellular organismal process"
"GO:0048580"	"regulation of post-embryonic development"
"GO:0032501"	"multicellular organismal process"
"GO:0034249"	"negative regulation of cellular amide metabolic process"
"GO:0048523"	"negative regulation of cellular process"
"GO:0032984"	"protein-containing complex disassembly"
"GO:0046060"	"dATP metabolic process"
"GO:0098771"	"inorganic ion homeostasis"
"GO:0060612"	"adipose tissue development"
"GO:0009156"	"ribonucleoside monophosphate biosynthetic process"
"GO:0009069"	"serine family amino acid metabolic process"
"GO:1901605"	"alpha-amino acid metabolic process"
"GO:0032880"	"regulation of protein localization"
"GO:0031324"	"negative regulation of cellular metabolic process"
"GO:0006163"	"purine nucleotide metabolic process"
"GO:0030551"	"cyclic nucleotide binding"
"GO:0051187"	"cofactor catabolic process"
"GO:0032561"	"guanyl ribonucleotide binding"
"GO:0009889"	"regulation of biosynthetic process"
"GO:0016805"	"dipeptidase activity"
"GO:0051252"	"regulation of RNA metabolic process"
"GO:0072348"	"sulfur compound transport"
